nameCn,nameEn,objectTypeName,description,property.statistic_period,property.capacity_value,property.wafer_size,property.market_region,property.data_source,property.company_name,property.segment,property.metric_name,property.previous_period_value,property.next_period_value,property.facility_name,property.facility_record_id,property.source_sheet,source_url
HangZhou HFC Semiconductor 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,45000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,HangZhou HFC Semiconductor,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
HangZhou HFC Semiconductor 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,45000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,HangZhou HFC Semiconductor,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hangzhou Fullsemi 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,112500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hangzhou Fullsemi,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Headway Technologies, Inc. 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,5000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Headway Technologies, Inc.",逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Honeywell Incorporated 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,2517.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Honeywell Incorporated,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hua Hong Semiconductor 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,560250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hua Hong Semiconductor 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,560250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hua Hong Semiconductor 2026Q4 geometry capacity 034-046 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,166500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,034-046,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hua Hong Semiconductor 2026Q4 geometry capacity 047-079 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,213750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,047-079,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hua Hong Semiconductor 2026Q4 geometry capacity 080-130 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,180000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,080-130,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hua Hong Semiconductor 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,560250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Hong Semiconductor,all,installed_wafer_capacity,479250,591750,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hua Li Microelectronics (HLMC) 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,249750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Li Microelectronics (HLMC),foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hua Li Microelectronics (HLMC) 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,249750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Li Microelectronics (HLMC),总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hua Li Microelectronics (HLMC) 2026Q4 geometry capacity 021-033 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,139500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Li Microelectronics (HLMC),021-033,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hua Li Microelectronics (HLMC) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,249750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Li Microelectronics (HLMC),all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Hua Li Microelectronics (HLMC) 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,249750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Hua Li Microelectronics (HLMC),逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Infineon 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,981812.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Infineon,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Infineon 2026Q4 geometry capacity 080-130 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,890250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Infineon,080-130,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Infineon 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,984812.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Infineon,all,installed_wafer_capacity,906562.5,1092312.5,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Infineon 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,56500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Infineon,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
InnoScience Inc. 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,38500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,InnoScience Inc.,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Intel 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,345375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Intel 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,886500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Intel 2026Q4 geometry capacity 006-007 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,371250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,006-007,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Intel 2026Q4 geometry capacity ≤0.02μm (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,211500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,≤0.02μm,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Intel 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,886500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,all,installed_wafer_capacity,874125,924750,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Intel 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,885375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Intel,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Japan Semiconductor 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,106437.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Japan Semiconductor,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Japan Semiconductor 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,98000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Japan Semiconductor,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Jiangsu Advanced Memory Semiconductor Corp. 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,2250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Jiangsu Advanced Memory Semiconductor Corp.,存储器,memory_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Jiangsu CAS-IGBT Technology 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,45000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Jiangsu CAS-IGBT Technology,foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Jiangsu CAS-IGBT Technology 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,45000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Jiangsu CAS-IGBT Technology,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Jiangsu JieJie Microelectronics Co.,Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,137750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Jiangsu JieJie Microelectronics Co.,Ltd.",all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Jiangxi Yuhongjin Material Technology (YHJ) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,45000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Jiangxi Yuhongjin Material Technology (YHJ),all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Jilin Sino-Microelectronics Co. Ltd. 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,49218.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Jilin Sino-Microelectronics Co. Ltd.,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Kioxia/WD (was Flash Alliance) 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,1341027.884615385,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Kioxia/WD (was Flash Alliance) 2026Q4 geometry capacity 011-016 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,252000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),011-016,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Kioxia/WD (was Flash Alliance) 2026Q4 geometry capacity 017-020 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,1089027.884615385,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),017-020,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Kioxia/WD (was Flash Alliance) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,1341027.884615385,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),all,installed_wafer_capacity,1410777.884615385,1244840.384615385,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Kioxia/WD (was Flash Alliance) 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,1341027.884615385,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Kioxia/WD (was Flash Alliance),存储器,memory_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"LAPIS Semiconductor Co, Ltd 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,82843.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"LAPIS Semiconductor Co, Ltd",all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"LAPIS Semiconductor Co, Ltd 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,68750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"LAPIS Semiconductor Co, Ltd",逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Littelfuse 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,8000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Littelfuse,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Lumileds 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,50625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Lumileds,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Macronix International Co., Ltd. (MXIC) 2026Q4 foundry installed capacity foundry (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,46000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Macronix International Co., Ltd. (MXIC)",foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Macronix International Co., Ltd. (MXIC) 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,111250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Macronix International Co., Ltd. (MXIC)",all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Macronix International Co., Ltd. (MXIC) 2026Q4 memory capacity 存储器 (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,111250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Macronix International Co., Ltd. (MXIC)",存储器,memory_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Microchip 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,135656.25,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Microchip,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Microchip 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,127375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Microchip,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Micron 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,1386000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Micron,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Micron 2026Q4 geometry capacity 011-016 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,837000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Micron,011-016,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Micron 2026Q4 geometry capacity 017-020 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,497250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Micron,017-020,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Micron 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,1386000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Micron,all,installed_wafer_capacity,1347750,1462500,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Micron 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,1386000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Micron,存储器,memory_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Minebea Mitsumi 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,42812.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Minebea Mitsumi,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Minebea Mitsumi 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,19687.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Minebea Mitsumi,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Mitsubishi Electric 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,207187.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Mitsubishi Electric,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Mitsubishi Electric 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,207187.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Mitsubishi Electric,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Murata Manufacturing Company, Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,45507.8125,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Murata Manufacturing Company, Ltd.",all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
NVE - Non Volatilie Electronic Corporation 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,562.5,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,NVE - Non Volatilie Electronic Corporation,存储器,memory_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
NXP 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,137000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,NXP,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
NXP 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,67000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,NXP,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Nanjing Guosheng Electronic Co., Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,83750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Nanjing Guosheng Electronic Co., Ltd.",all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
